timestamp,datetime,active_links,idle_links,total_links,active_link_percent,fplf_power_watts,baseline_power_watts,energy_saved_watts,energy_saved_percent,cumulative_savings_wh
1763632834.7133625,2025-11-20 15:30:34,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632835.0248232,2025-11-20 15:30:35,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632835.0264366,2025-11-20 15:30:35,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632835.7266684,2025-11-20 15:30:35,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632836.0254223,2025-11-20 15:30:36,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632836.0340645,2025-11-20 15:30:36,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632836.6525433,2025-11-20 15:30:36,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632837.0478237,2025-11-20 15:30:37,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632837.048468,2025-11-20 15:30:37,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632837.7230837,2025-11-20 15:30:37,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632838.0446324,2025-11-20 15:30:38,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632838.055999,2025-11-20 15:30:38,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632838.6457179,2025-11-20 15:30:38,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632839.0506442,2025-11-20 15:30:39,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632839.0563958,2025-11-20 15:30:39,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632839.6404934,2025-11-20 15:30:39,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632840.0750973,2025-11-20 15:30:40,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632840.0758328,2025-11-20 15:30:40,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632840.6640553,2025-11-20 15:30:40,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632841.082301,2025-11-20 15:30:41,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632841.0830393,2025-11-20 15:30:41,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632841.7171726,2025-11-20 15:30:41,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632842.0993438,2025-11-20 15:30:42,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632842.1003554,2025-11-20 15:30:42,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632842.7137895,2025-11-20 15:30:42,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632843.1038125,2025-11-20 15:30:43,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632843.110821,2025-11-20 15:30:43,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632843.6907468,2025-11-20 15:30:43,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632844.1049006,2025-11-20 15:30:44,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632844.113194,2025-11-20 15:30:44,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632844.7001572,2025-11-20 15:30:44,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632845.1178079,2025-11-20 15:30:45,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632845.124811,2025-11-20 15:30:45,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632845.7129226,2025-11-20 15:30:45,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632846.1301558,2025-11-20 15:30:46,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632846.1406076,2025-11-20 15:30:46,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632846.7692502,2025-11-20 15:30:46,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632847.14258,2025-11-20 15:30:47,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632847.192184,2025-11-20 15:30:47,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632847.7930636,2025-11-20 15:30:47,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632848.1458688,2025-11-20 15:30:48,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632848.1874993,2025-11-20 15:30:48,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632848.7523553,2025-11-20 15:30:48,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632849.1484118,2025-11-20 15:30:49,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632849.2039795,2025-11-20 15:30:49,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632849.7594395,2025-11-20 15:30:49,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632850.1668596,2025-11-20 15:30:50,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632850.2082715,2025-11-20 15:30:50,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632850.7602649,2025-11-20 15:30:50,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632851.1743348,2025-11-20 15:30:51,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632851.2231708,2025-11-20 15:30:51,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632851.7585661,2025-11-20 15:30:51,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632852.1754868,2025-11-20 15:30:52,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632852.2325237,2025-11-20 15:30:52,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632852.785721,2025-11-20 15:30:52,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632853.1835165,2025-11-20 15:30:53,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632853.234905,2025-11-20 15:30:53,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632853.7569253,2025-11-20 15:30:53,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632854.1897612,2025-11-20 15:30:54,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632854.2393625,2025-11-20 15:30:54,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632854.7714639,2025-11-20 15:30:54,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632855.2052975,2025-11-20 15:30:55,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632855.253964,2025-11-20 15:30:55,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632855.7825048,2025-11-20 15:30:55,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632856.2122838,2025-11-20 15:30:56,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632856.2686534,2025-11-20 15:30:56,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632856.8304129,2025-11-20 15:30:56,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632857.2302723,2025-11-20 15:30:57,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632857.288916,2025-11-20 15:30:57,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632857.8646524,2025-11-20 15:30:57,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632858.232217,2025-11-20 15:30:58,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632858.2898893,2025-11-20 15:30:58,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632858.8810647,2025-11-20 15:30:58,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632859.2489665,2025-11-20 15:30:59,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632859.3054535,2025-11-20 15:30:59,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632859.8453681,2025-11-20 15:30:59,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632860.254422,2025-11-20 15:31:00,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632860.3144472,2025-11-20 15:31:00,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632860.851207,2025-11-20 15:31:00,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632861.2714245,2025-11-20 15:31:01,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632861.3204892,2025-11-20 15:31:01,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632861.8784292,2025-11-20 15:31:01,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632862.277167,2025-11-20 15:31:02,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632862.3336034,2025-11-20 15:31:02,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632862.880253,2025-11-20 15:31:02,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632863.2890077,2025-11-20 15:31:03,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632863.3395853,2025-11-20 15:31:03,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632863.8870158,2025-11-20 15:31:03,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632864.3020315,2025-11-20 15:31:04,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632864.34484,2025-11-20 15:31:04,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632864.8893938,2025-11-20 15:31:04,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632865.306778,2025-11-20 15:31:05,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632865.3523862,2025-11-20 15:31:05,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632865.8968263,2025-11-20 15:31:05,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632866.3149476,2025-11-20 15:31:06,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632866.365049,2025-11-20 15:31:06,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632866.9026608,2025-11-20 15:31:06,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632867.326646,2025-11-20 15:31:07,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632867.3703494,2025-11-20 15:31:07,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632867.9152782,2025-11-20 15:31:07,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632868.3357954,2025-11-20 15:31:08,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632868.383628,2025-11-20 15:31:08,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632868.9240215,2025-11-20 15:31:08,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
1763632869.3502457,2025-11-20 15:31:09,6,0,6,100.00,30.00,30.00,0.00,0.00,0.005000
